cd,cs,freq_val
0.0,0.0,0.0016772895001677288
0.0,0.1004,0.0035879410177500986
0.0,0.2008,0.0029170252176830068
0.0,0.3012,0.001268905969692108
0.0,0.4016,0.00048130916091769613
0.0,0.502,0.00011668100870732027
0.0,0.6024,2.9170252176830067e-05
0.0,0.7028,0.0
0.0,0.8032,0.0
0.0,0.9036000000000001,0.0
10.0,0.0,0.002479471435030556
10.0,0.1004,0.005002698248326357
10.0,0.2008,0.003923398917783644
10.0,0.3012,0.0015460233653719936
10.0,0.4016,0.0004958942870061111
10.0,0.502,0.0002625322695914706
10.0,0.6024,4.3755378265245106e-05
10.0,0.7028,2.9170252176830067e-05
10.0,0.8032,0.0
10.0,0.9036000000000001,0.0
20.0,0.0,0.002581567317649461
20.0,0.1004,0.005367326400536733
20.0,0.2008,0.0036608666481921736
20.0,0.3012,0.001283491095780523
20.0,0.4016,0.00040838353047562096
20.0,0.502,0.00016043638697256537
20.0,0.6024,0.0
20.0,0.7028,2.9170252176830067e-05
20.0,0.8032,0.0
20.0,0.9036000000000001,0.0
30.0,0.0,0.002566982191561046
30.0,0.1004,0.004871432113530622
30.0,0.2008,0.00414217580910987
30.0,0.3012,0.001750215130609804
30.0,0.4016,0.0005688199174481864
30.0,0.502,8.751075653049021e-05
30.0,0.6024,5.8340504353660134e-05
30.0,0.7028,0.0
30.0,0.8032,0.0
30.0,0.9036000000000001,0.0
40.0,0.0,0.0026107375698262913
40.0,0.1004,0.005250645391829413
40.0,0.2008,0.00425885681781719
40.0,0.3012,0.002158598661085425
40.0,0.4016,0.0007000860522439217
40.0,0.502,0.00014585126088415034
40.0,0.6024,4.3755378265245106e-05
40.0,0.7028,0.0
40.0,0.8032,0.0
40.0,0.9036000000000001,0.0
50.0,0.0,0.002581567317649461
50.0,0.1004,0.005177719761387338
50.0,0.2008,0.005031868500503187
50.0,0.3012,0.0025961524437378763
50.0,0.4016,0.0011230547088079577
50.0,0.502,0.00023336201741464054
50.0,0.6024,2.9170252176830067e-05
50.0,0.7028,4.3755378265245106e-05
50.0,0.8032,1.4585126088415034e-05
50.0,0.9036000000000001,0.0
60.0,0.0,0.0026690780741799513
60.0,0.1004,0.004579729591762321
60.0,0.2008,0.00420051631346353
60.0,0.3012,0.0029024400915945918
60.0,0.4016,0.0011959803392500327
60.0,0.502,0.0005688199174481864
60.0,0.6024,0.0001312661347957353
60.0,0.7028,8.751075653049021e-05
60.0,0.8032,8.751075653049021e-05
60.0,0.9036000000000001,1.4585126088415034e-05
70.0,0.0,0.0027128334524451963
70.0,0.1004,0.0060674124527806544
70.0,0.2008,0.004521389087408661
70.0,0.3012,0.003748377404722664
70.0,0.4016,0.0014876828610183336
70.0,0.502,0.0009188629435701471
70.0,0.6024,0.0002771173956798857
70.0,0.7028,0.00014585126088415034
70.0,0.8032,4.3755378265245106e-05
70.0,0.9036000000000001,2.9170252176830067e-05
80.0,0.0,0.0018231407610518793
80.0,0.1004,0.00422968656564036
80.0,0.2008,0.004565144465673906
80.0,0.3012,0.0031358021090092322
80.0,0.4016,0.0017939705088750493
80.0,0.502,0.0011376398348963727
80.0,0.6024,0.0003792132782987909
80.0,0.7028,0.0002187768913262255
80.0,0.8032,7.292563044207517e-05
80.0,0.9036000000000001,1.4585126088415034e-05
90.0,0.0,0.005119379257033677
90.0,0.1004,0.0059069760658080886
90.0,0.2008,0.0056006884179513735
90.0,0.3012,0.003821303035164739
90.0,0.4016,0.0028732698394177618
90.0,0.502,0.0020127474002012745
90.0,0.6024,0.0009042778174817321
90.0,0.7028,0.0003792132782987909
90.0,0.8032,0.00018960663914939545
90.0,0.9036000000000001,5.8340504353660134e-05
100.0,0.0,0.002494056561118971
100.0,0.1004,0.005031868500503187
100.0,0.2008,0.00422968656564036
100.0,0.3012,0.0030920467307439872
100.0,0.4016,0.002435716056765311
100.0,0.502,0.001764800256698219
100.0,0.6024,0.0010938844566311275
100.0,0.7028,0.0005979901696250164
100.0,0.8032,0.00035004302612196085
100.0,0.9036000000000001,0.0001312661347957353
110.0,0.0,0.0027420037046220263
110.0,0.1004,0.004594314717850736
110.0,0.2008,0.004069250178667795
110.0,0.3012,0.0030191211003019122
110.0,0.4016,0.0022461094176159154
110.0,0.502,0.0011813952131616177
110.0,0.6024,0.0006563306739786766
110.0,0.7028,0.00024794714350305557
110.0,0.8032,0.00032087277394513073
110.0,0.9036000000000001,0.00018960663914939545
120.0,0.0,0.0026836632002683663
120.0,0.1004,0.004419293204789756
120.0,0.2008,0.003879643539518399
120.0,0.3012,0.002552397065472631
120.0,0.4016,0.0015314382392835786
120.0,0.502,0.0010647142044542975
120.0,0.6024,0.0004958942870061111
120.0,0.7028,0.00018960663914939545
120.0,0.8032,0.00020419176523781048
120.0,0.9036000000000001,1.4585126088415034e-05
130.0,0.0,0.0029170252176830068
130.0,0.1004,0.00405466505257938
130.0,0.2008,0.0032816533698933827
130.0,0.3012,0.00217318378717384
130.0,0.4016,0.0012980762218689382
130.0,0.502,0.000845937313128072
130.0,0.6024,0.0002771173956798857
130.0,0.7028,0.00020419176523781048
130.0,0.8032,0.00011668100870732027
130.0,0.9036000000000001,8.751075653049021e-05
140.0,0.0,0.0026544929480915363
140.0,0.1004,0.00434636757434768
140.0,0.2008,0.0033254087481586277
140.0,0.3012,0.0022169391654390854
140.0,0.4016,0.000875107565304902
140.0,0.502,0.0006855009261555066
140.0,0.6024,0.0001312661347957353
140.0,0.7028,0.00010209588261890524
140.0,0.8032,1.4585126088415034e-05
140.0,0.9036000000000001,5.8340504353660134e-05
150.0,0.0,0.0030482913524787422
150.0,0.1004,0.00422968656564036
150.0,0.2008,0.0027565888307104413
150.0,0.3012,0.0016481192479908988
150.0,0.4016,0.0008313521870396569
150.0,0.502,0.0002625322695914706
150.0,0.6024,0.00014585126088415034
150.0,0.7028,8.751075653049021e-05
150.0,0.8032,1.4585126088415034e-05
150.0,0.9036000000000001,0.0
160.0,0.0,0.002464886308942141
160.0,0.1004,0.005148549509210507
160.0,0.2008,0.0032087277394513077
160.0,0.3012,0.0020127474002012745
160.0,0.4016,0.0006563306739786766
160.0,0.502,0.00036462815221037585
160.0,0.6024,0.00010209588261890524
160.0,0.7028,7.292563044207517e-05
160.0,0.8032,0.0
160.0,0.9036000000000001,0.0
170.0,0.0,0.0014147572305762584
170.0,0.1004,0.0041713460612867
170.0,0.2008,0.003456674882954363
170.0,0.3012,0.0016043638697256538
170.0,0.4016,0.0005688199174481864
170.0,0.502,0.00016043638697256537
170.0,0.6024,5.8340504353660134e-05
170.0,0.7028,1.4585126088415034e-05
170.0,0.8032,0.0
170.0,0.9036000000000001,0.0
180.0,0.0,0.005148549509210507
180.0,0.1004,0.007336318422472762
180.0,0.2008,0.005148549509210507
180.0,0.3012,0.0018814812654055395
180.0,0.4016,0.0007146711783323367
180.0,0.502,0.0003354579000335458
180.0,0.6024,7.292563044207517e-05
180.0,0.7028,0.0
180.0,0.8032,0.0
180.0,0.9036000000000001,0.0
190.0,0.0,0.002523226813295801
190.0,0.1004,0.007438414305091667
190.0,0.2008,0.005396496652713563
190.0,0.3012,0.0022898647958811604
190.0,0.4016,0.0007875968087744118
190.0,0.502,0.00023336201741464054
190.0,0.6024,1.4585126088415034e-05
190.0,0.7028,1.4585126088415034e-05
190.0,0.8032,0.0
190.0,0.9036000000000001,0.0
200.0,0.0,0.0036171112699269286
200.0,0.1004,0.008707320274783775
200.0,0.2008,0.007788457331213628
200.0,0.3012,0.003500430261219608
200.0,0.4016,0.0011084695827195427
200.0,0.502,0.0003937984043872059
200.0,0.6024,4.3755378265245106e-05
200.0,0.7028,2.9170252176830067e-05
200.0,0.8032,0.0
200.0,0.9036000000000001,0.0
210.0,0.0,0.00405466505257938
210.0,0.1004,0.009392821200939282
210.0,0.2008,0.010195003135802108
210.0,0.3012,0.005440252030978808
210.0,0.4016,0.0025961524437378763
210.0,0.502,0.0009188629435701471
210.0,0.6024,0.00018960663914939545
210.0,0.7028,0.00010209588261890524
210.0,0.8032,4.3755378265245106e-05
210.0,0.9036000000000001,0.0
220.0,0.0,0.003865058413429984
220.0,0.1004,0.012134824905561309
220.0,0.2008,0.013637092892668057
220.0,0.3012,0.010107492379271618
220.0,0.4016,0.004579729591762321
220.0,0.502,0.0019835771480244445
220.0,0.6024,0.000422968656564036
220.0,0.7028,0.00017502151306098042
220.0,0.8032,4.3755378265245106e-05
220.0,0.9036000000000001,2.9170252176830067e-05
230.0,0.0,0.0037192071525458336
230.0,0.1004,0.0128057407056284
230.0,0.2008,0.019208611058442602
230.0,0.3012,0.015897787436372386
230.0,0.4016,0.009115703805259397
230.0,0.502,0.005148549509210507
230.0,0.6024,0.002129428408908595
230.0,0.7028,0.0006417455478902615
230.0,0.8032,0.00018960663914939545
230.0,0.9036000000000001,1.4585126088415034e-05
240.0,0.0,0.004127590683021455
240.0,0.1004,0.01271822994909791
240.0,0.2008,0.02267987106748538
240.0,0.3012,0.020083718623747502
240.0,0.4016,0.01265988944474425
240.0,0.502,0.007423829179003252
240.0,0.6024,0.003879643539518399
240.0,0.7028,0.0014293423566646734
240.0,0.8032,0.0003937984043872059
240.0,0.9036000000000001,2.9170252176830067e-05
250.0,0.0,0.003879643539518399
250.0,0.1004,0.015606084914604086
250.0,0.2008,0.02238816854571708
250.0,0.3012,0.022008955267418286
250.0,0.4016,0.013520411883960737
250.0,0.502,0.007569680439887403
250.0,0.6024,0.00431719732217085
250.0,0.7028,0.0017793853827866343
250.0,0.8032,0.0008021819348628269
250.0,0.9036000000000001,0.0002917025217683007
260.0,0.0,0.002450301182853726
260.0,0.1004,0.009932470866210638
260.0,0.2008,0.016466607353820575
260.0,0.3012,0.01585403205810714
260.0,0.4016,0.012397357175152779
260.0,0.502,0.006563306739786765
260.0,0.6024,0.0030774616046555722
260.0,0.7028,0.0019835771480244445
260.0,0.8032,0.0009042778174817321
260.0,0.9036000000000001,0.00045213890874086607
270.0,0.0,0.006782083631112991
270.0,0.1004,0.013403730875253416
270.0,0.2008,0.016437437101643745
270.0,0.3012,0.012601548940390589
270.0,0.4016,0.008794831031314265
270.0,0.502,0.005979901696250164
270.0,0.6024,0.003369164126423873
270.0,0.7028,0.001764800256698219
270.0,0.8032,0.0009772034479238073
270.0,0.9036000000000001,0.000422968656564036
280.0,0.0,0.003515015387308023
280.0,0.1004,0.010676312296719805
280.0,0.2008,0.011215961961991162
280.0,0.3012,0.007715531700771553
280.0,0.4016,0.004915187491795867
280.0,0.502,0.003427504630777533
280.0,0.6024,0.00220235403935067
280.0,0.7028,0.0015751936175488236
280.0,0.8032,0.0009042778174817321
280.0,0.9036000000000001,0.00036462815221037585
290.0,0.0,0.003369164126423873
290.0,0.1004,0.008444788005192305
290.0,0.2008,0.007584265565975818
290.0,0.3012,0.004667240348292811
290.0,0.4016,0.0027420037046220263
290.0,0.502,0.0017793853827866343
290.0,0.6024,0.0009480331957469773
290.0,0.7028,0.0007000860522439217
290.0,0.8032,0.00035004302612196085
290.0,0.9036000000000001,0.00018960663914939545
300.0,0.0,0.0031212169829208172
300.0,0.1004,0.007321733296384347
300.0,0.2008,0.0060382422006038244
300.0,0.3012,0.0030337062263903272
300.0,0.4016,0.0018668961393171243
300.0,0.502,0.0010647142044542975
300.0,0.6024,0.0007146711783323367
300.0,0.7028,0.0003937984043872059
300.0,0.8032,0.00020419176523781048
300.0,0.9036000000000001,5.8340504353660134e-05
310.0,0.0,0.0033545790003354577
310.0,0.1004,0.00657789186587518
310.0,0.2008,0.004360952700436095
310.0,0.3012,0.002129428408908595
310.0,0.4016,0.0010647142044542975
310.0,0.502,0.0007000860522439217
310.0,0.6024,0.00035004302612196085
310.0,0.7028,0.0002187768913262255
310.0,0.8032,0.00014585126088415034
310.0,0.9036000000000001,4.3755378265245106e-05
320.0,0.0,0.0028586847133293468
320.0,0.1004,0.005192304887475753
320.0,0.2008,0.003967154296048889
320.0,0.3012,0.0018960663914939545
320.0,0.4016,0.0008167670609512419
320.0,0.502,0.00048130916091769613
320.0,0.6024,0.0002187768913262255
320.0,0.7028,2.9170252176830067e-05
320.0,0.8032,5.8340504353660134e-05
320.0,0.9036000000000001,0.0
330.0,0.0,0.0027274185785336113
330.0,0.1004,0.004973527996149527
330.0,0.2008,0.0031795574872744777
330.0,0.3012,0.001706459752344559
330.0,0.4016,0.0005688199174481864
330.0,0.502,0.0002917025217683007
330.0,0.6024,0.00011668100870732027
330.0,0.7028,4.3755378265245106e-05
330.0,0.8032,2.9170252176830067e-05
330.0,0.9036000000000001,0.0
340.0,0.0,0.0026107375698262913
340.0,0.1004,0.005396496652713563
340.0,0.2008,0.0030482913524787422
340.0,0.3012,0.0013418316001341832
340.0,0.4016,0.00035004302612196085
340.0,0.502,0.00011668100870732027
340.0,0.6024,2.9170252176830067e-05
340.0,0.7028,1.4585126088415034e-05
340.0,0.8032,0.0
340.0,0.9036000000000001,0.0
350.0,0.0,0.005381911526625148
350.0,0.1004,0.0056298586701282035
350.0,0.2008,0.0035733558916616836
350.0,0.3012,0.0015168531131951636
350.0,0.4016,0.000437553782652451
350.0,0.502,7.292563044207517e-05
350.0,0.6024,4.3755378265245106e-05
350.0,0.7028,0.0
350.0,0.8032,0.0
350.0,0.9036000000000001,0.0
